Codigo,Componente,Nombre_Componente
54345,CPS0019,CONSUMO DE LAMINADO
54345,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54345,46187,LAMINADO FOLIA ORO COLDFOIL 320MM DGCF-613-OP
54346,CPS0019,CONSUMO DE LAMINADO
54346,48647,LAMINADO FILM PETG 330 MM 45 MIC
54347,CPS0019,CONSUMO DE LAMINADO
54347,48647,LAMINADO FILM PETG 330 MM 45 MIC
54348,CPS0019,CONSUMO DE LAMINADO
54348,48647,LAMINADO FILM PETG 330 MM 45 MIC
54349,CPS0019,CONSUMO DE LAMINADO
54349,50754,LAMINADO 320MM PPDL54P4 OPTIMA MATE 2 G60 (F9CG3 ) MIC
54350,CPS0019,CONSUMO DE LAMINADO
54350,50754,LAMINADO 320MM PPDL54P4 OPTIMA MATE 2 G60 (F9CG3 ) MIC
54351,CPS0019,CONSUMO DE LAMINADO
54351,50359,LAMINADO FILM PETG 240 MM 45 MIC
54352,CPS0019,CONSUMO DE LAMINADO
54352,46192,LAMINADO 330MM PPBB60-P4-G62S
54354,CPS0019,CONSUMO DE LAMINADO
54354,51263,LAMINADO FILM PETG 360 MM TERMOCONTRAIBLE 45 MIC (BONSET)
54357,CPS0019,CONSUMO DE LAMINADO
54357,50359,LAMINADO FILM PETG 240 MM 45 MIC
54359,CPS0019,CONSUMO DE LAMINADO
54359,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
54360,CPS0019,CONSUMO DE LAMINADO
54360,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54361,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54361,CPS0019,CONSUMO DE LAMINADO
54362,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54362,CPS0019,CONSUMO DE LAMINADO
54363,CPS0019,CONSUMO DE LAMINADO
54363,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54364,CPS0019,CONSUMO DE LAMINADO
54364,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54365,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54365,CPS0019,CONSUMO DE LAMINADO
54366,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54366,CPS0019,CONSUMO DE LAMINADO
54368,CPS0019,CONSUMO DE LAMINADO
54368,51556,LAMINADO FILM PETG 300 MM 45 MIC
54369,43348,LAMINADO 111MM PAPEL TERMICO T70/P ARC
54369,CPS0019,CONSUMO DE LAMINADO
54370,CPS0019,CONSUMO DE LAMINADO
54370,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
54371,CPS0019,CONSUMO DE LAMINADO
54371,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54372,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
54372,CPS0019,CONSUMO DE LAMINADO
54373,CPS0019,CONSUMO DE LAMINADO
54373,50047,LAMINADO 330MM PAPEL BRILLANTE INKJET 7978 AP904
54374,CPS0019,CONSUMO DE LAMINADO
54374,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54375,CPS0019,CONSUMO DE LAMINADO
54375,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54376,CPS0019,CONSUMO DE LAMINADO
54376,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54377,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54377,CPS0019,CONSUMO DE LAMINADO
54378,CPS0019,CONSUMO DE LAMINADO
54378,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54379,CPS0019,CONSUMO DE LAMINADO
54379,50359,LAMINADO FILM PETG 240 MM 45 MIC
54380,CPS0019,CONSUMO DE LAMINADO
54380,46192,LAMINADO 330MM PPBB60-P4-G62S
54381,CPS0019,CONSUMO DE LAMINADO
54381,50359,LAMINADO FILM PETG 240 MM 45 MIC
54382,CPS0019,CONSUMO DE LAMINADO
54382,50359,LAMINADO FILM PETG 240 MM 45 MIC
54383,CPS0019,CONSUMO DE LAMINADO
54383,50359,LAMINADO FILM PETG 240 MM 45 MIC
54384,CPS0019,CONSUMO DE LAMINADO
54384,46192,LAMINADO 330MM PPBB60-P4-G62S
54385,CPS0019,CONSUMO DE LAMINADO
54385,52915,LAMINADO 333MM PP TRANSP. RP37 SY105C UPM RAFLATAC
54386,CPS0019,CONSUMO DE LAMINADO
54386,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54389,CPS0019,CONSUMO DE LAMINADO
54389,50359,LAMINADO FILM PETG 240 MM 45 MIC
54390,CPS0019,CONSUMO DE LAMINADO
54390,50359,LAMINADO FILM PETG 240 MM 45 MIC
54391,CPS0019,CONSUMO DE LAMINADO
54391,50359,LAMINADO FILM PETG 240 MM 45 MIC
54392,CPS0019,CONSUMO DE LAMINADO
54392,50359,LAMINADO FILM PETG 240 MM 45 MIC
54393,CPS0019,CONSUMO DE LAMINADO
54393,50047,LAMINADO 330MM PAPEL BRILLANTE INKJET 7978 AP904
54396,CPS0019,CONSUMO DE LAMINADO
54396,51556,LAMINADO FILM PETG 300 MM 45 MIC
54397,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54397,CPS0019,CONSUMO DE LAMINADO
54399,CPS0019,CONSUMO DE LAMINADO
54399,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
54401,CPS0019,CONSUMO DE LAMINADO
54401,51556,LAMINADO FILM PETG 300 MM 45 MIC
54402,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54402,CPS0019,CONSUMO DE LAMINADO
54403,CPS0019,CONSUMO DE LAMINADO
54403,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54404,CPS0019,CONSUMO DE LAMINADO
54404,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54405,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54405,CPS0019,CONSUMO DE LAMINADO
54406,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54406,CPS0019,CONSUMO DE LAMINADO
54407,CPS0019,CONSUMO DE LAMINADO
54407,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54411,CPS0019,CONSUMO DE LAMINADO
54411,50359,LAMINADO FILM PETG 240 MM 45 MIC
54412,CPS0019,CONSUMO DE LAMINADO
54412,50359,LAMINADO FILM PETG 240 MM 45 MIC
54413,CPS0019,CONSUMO DE LAMINADO
54413,50359,LAMINADO FILM PETG 240 MM 45 MIC
54414,CPS0019,CONSUMO DE LAMINADO
54414,48647,LAMINADO FILM PETG 330 MM 45 MIC
54415,CPS0019,CONSUMO DE LAMINADO
54415,50359,LAMINADO FILM PETG 240 MM 45 MIC
54416,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54416,CPS0019,CONSUMO DE LAMINADO
54417,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
54417,CPS0019,CONSUMO DE LAMINADO
54418,CPS0019,CONSUMO DE LAMINADO
54418,46148,LAMINADO 330MM PPBB60-P1-G62S
54418,46219,LAMINADO CINTA P/LAMINAR PP TRANSP. 320MM AA-LABR-LA-SL-BPT-QSW DIP
54419,CPS0019,CONSUMO DE LAMINADO
54419,51558,LAMINADO FILM PETG 360 MM 45 MIC
54420,CPS0019,CONSUMO DE LAMINADO
54420,51558,LAMINADO FILM PETG 360 MM 45 MIC
54421,CPS0019,CONSUMO DE LAMINADO
54421,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54421,46187,LAMINADO FOLIA ORO COLDFOIL 320MM DGCF-613-OP
54422,CPS0019,CONSUMO DE LAMINADO
54422,46187,LAMINADO FOLIA ORO COLDFOIL 320MM DGCF-613-OP
54422,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54423,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54423,CPS0019,CONSUMO DE LAMINADO
54423,46192,LAMINADO 330MM PPBB60-P4-G62S
54425,CPS0019,CONSUMO DE LAMINADO
54425,50359,LAMINADO FILM PETG 240 MM 45 MIC
54426,CPS0019,CONSUMO DE LAMINADO
54426,50359,LAMINADO FILM PETG 240 MM 45 MIC
54427,CPS0019,CONSUMO DE LAMINADO
54427,50359,LAMINADO FILM PETG 240 MM 45 MIC
54428,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54428,CPS0019,CONSUMO DE LAMINADO
54428,57374,LAMINADO 330MM PP BCO BTE PPBB60-P ARP
54429,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
54429,43452,LAMINADO 160MM PP BCO BTE P4 38M G58 ARC
54429,CPS0019,CONSUMO DE LAMINADO
54440,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54440,CPS0019,CONSUMO DE LAMINADO
54440,46192,LAMINADO 330MM PPBB60-P4-G62S
54441,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54441,CPS0019,CONSUMO DE LAMINADO
54441,46192,LAMINADO 330MM PPBB60-P4-G62S
54442,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54442,CPS0019,CONSUMO DE LAMINADO
54442,46192,LAMINADO 330MM PPBB60-P4-G62S
54443,CPS0019,CONSUMO DE LAMINADO
54443,50360,LAMINADO FILM PETG 300 MM 45 MIC
54444,CPS0019,CONSUMO DE LAMINADO
54444,50360,LAMINADO FILM PETG 300 MM 45 MIC
54446,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54446,CPS0019,CONSUMO DE LAMINADO
54447,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54447,CPS0019,CONSUMO DE LAMINADO
54450,CPS0019,CONSUMO DE LAMINADO
54450,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54451,CPS0019,CONSUMO DE LAMINADO
54451,50359,LAMINADO FILM PETG 240 MM 45 MIC
54452,CPS0019,CONSUMO DE LAMINADO
54452,50359,LAMINADO FILM PETG 240 MM 45 MIC
54453,CPS0019,CONSUMO DE LAMINADO
54453,50359,LAMINADO FILM PETG 240 MM 45 MIC
54454,CPS0019,CONSUMO DE LAMINADO
54454,50359,LAMINADO FILM PETG 240 MM 45 MIC
54455,CPS0019,CONSUMO DE LAMINADO
54455,46192,LAMINADO 330MM PPBB60-P4-G62S
54455,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54456,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54456,CPS0019,CONSUMO DE LAMINADO
54456,46192,LAMINADO 330MM PPBB60-P4-G62S
54457,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54457,CPS0019,CONSUMO DE LAMINADO
54457,46192,LAMINADO 330MM PPBB60-P4-G62S
54458,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54458,CPS0019,CONSUMO DE LAMINADO
54458,46192,LAMINADO 330MM PPBB60-P4-G62S
54459,CPS0019,CONSUMO DE LAMINADO
54459,48261,LAMINADO 330MM TERMICO PROTEGIDO 7836 THERMAL TC /80 GR GL/60 RI
54463,43573,LAMINADO 200MM PPBB60-P1-G62S
54463,CPS0019,CONSUMO DE LAMINADO
54464,CPS0019,CONSUMO DE LAMINADO
54464,46148,LAMINADO 330MM PPBB60-P1-G62S
54468,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54468,CPS0019,CONSUMO DE LAMINADO
54469,CPS0019,CONSUMO DE LAMINADO
54469,50359,LAMINADO FILM PETG 240 MM 45 MIC
54470,CPS0019,CONSUMO DE LAMINADO
54470,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54471,CPS0019,CONSUMO DE LAMINADO
54471,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54473,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54473,CPS0019,CONSUMO DE LAMINADO
54474,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54474,CPS0019,CONSUMO DE LAMINADO
54475,CPS0019,CONSUMO DE LAMINADO
54475,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
54476,CPS0019,CONSUMO DE LAMINADO
54476,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
54480,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54480,CPS0019,CONSUMO DE LAMINADO
54481,CPS0019,CONSUMO DE LAMINADO
54481,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54482,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54482,CPS0019,CONSUMO DE LAMINADO
54483,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54483,CPS0019,CONSUMO DE LAMINADO
54484,CPS0019,CONSUMO DE LAMINADO
54484,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54485,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54485,CPS0019,CONSUMO DE LAMINADO
54490,CPS0019,CONSUMO DE LAMINADO
54490,50359,LAMINADO FILM PETG 240 MM 45 MIC
54491,CPS0019,CONSUMO DE LAMINADO
54491,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
54493,CPS0019,CONSUMO DE LAMINADO
54493,50359,LAMINADO FILM PETG 240 MM 45 MIC
54494,CPS0019,CONSUMO DE LAMINADO
54494,53103,LAMINADO 111MM PP TRANSP. RP37 SY105C UPM RAFLATAC
54495,CPS0019,CONSUMO DE LAMINADO
54495,50359,LAMINADO FILM PETG 240 MM 45 MIC
54497,CPS0019,CONSUMO DE LAMINADO
54497,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
54498,42282,LAMINADO 110MM PAPEL TRANSFER  AT20 F13600
54498,CPS0019,CONSUMO DE LAMINADO
54499,CPS0019,CONSUMO DE LAMINADO
54499,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
54500,CPS0019,CONSUMO DE LAMINADO
54500,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
54501,43299,LAMINADO 110MM PAPEL TRANSFER TT64/PH
54501,CPS0019,CONSUMO DE LAMINADO
54502,CPS0019,CONSUMO DE LAMINADO
54502,703,LAMINADO 111MM PAPEL TRANSTERM PREM 80G/ADC240/LN52M
54503,46384,LAMINADO 330 MM PAPEL TERMICO PROTEGIDO T77 PH G62 ARC
54503,CPS0019,CONSUMO DE LAMINADO
54510,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54510,CPS0019,CONSUMO DE LAMINADO
54511,43299,LAMINADO 110MM PAPEL TRANSFER TT64/PH
54511,CPS0019,CONSUMO DE LAMINADO
54512,CPS0019,CONSUMO DE LAMINADO
54512,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
54513,42282,LAMINADO 110MM PAPEL TRANSFER  AT20 F13600
54513,CPS0019,CONSUMO DE LAMINADO
54514,44626,LAMINADO 110MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
54514,CPS0019,CONSUMO DE LAMINADO
54515,CPS0019,CONSUMO DE LAMINADO
54515,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
54516,43299,LAMINADO 110MM PAPEL TRANSFER TT64/PH
54516,CPS0019,CONSUMO DE LAMINADO
54517,CPS0019,CONSUMO DE LAMINADO
54517,51656,LAMINADO 110MM PPDL54P4 OPTIMA MATE 2 G60 MIC
54518,CPS0019,CONSUMO DE LAMINADO
54518,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54519,45051,LAMINADO 330MM PAPEL TRANSFER TT64/PH
54519,CPS0019,CONSUMO DE LAMINADO
54520,CPS0019,CONSUMO DE LAMINADO
54520,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
54521,CPS0019,CONSUMO DE LAMINADO
54521,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
54522,CPS0019,CONSUMO DE LAMINADO
54522,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
54523,42282,LAMINADO 110MM PAPEL TRANSFER  AT20 F13600
54523,CPS0019,CONSUMO DE LAMINADO
54524,CPS0019,CONSUMO DE LAMINADO
54524,52915,LAMINADO 333MM PP TRANSP. RP37 SY105C UPM RAFLATAC
54525,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
54525,CPS0019,CONSUMO DE LAMINADO
54526,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
54526,CPS0019,CONSUMO DE LAMINADO
54527,CPS0019,CONSUMO DE LAMINADO
54527,51557,LAMINADO FILM PETG 280 MM 45 MIC
54528,CPS0019,CONSUMO DE LAMINADO
54528,51557,LAMINADO FILM PETG 280 MM 45 MIC
54529,CPS0019,CONSUMO DE LAMINADO
54529,51557,LAMINADO FILM PETG 280 MM 45 MIC
54530,CPS0019,CONSUMO DE LAMINADO
54530,51556,LAMINADO FILM PETG 300 MM 45 MIC
54531,CPS0019,CONSUMO DE LAMINADO
54531,45206,LAMINADO 160MM PAPEL TERMICO T70/P ARC
54532,43573,LAMINADO 200MM PPBB60-P1-G62S
54532,CPS0019,CONSUMO DE LAMINADO
54532,45939,LAMINADO FOLIA PLATA COLDFOIL 160MM DSCF613-OP COR
54533,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
54533,CPS0019,CONSUMO DE LAMINADO
54534,42814,LAMINADO 200MM BOPP  BLACO. 60 UTC RI 707/BL 8065
54534,CPS0019,CONSUMO DE LAMINADO
54535,CPS0019,CONSUMO DE LAMINADO
54535,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54536,CPS0019,CONSUMO DE LAMINADO
54536,50928,"LAMINADO 330MM PP BLANCO S7400ER/PET23 "" EASY MOVE"" CLEAN FLAKE AD"
54537,CPS0019,CONSUMO DE LAMINADO
54537,50928,"LAMINADO 330MM PP BLANCO S7400ER/PET23 "" EASY MOVE"" CLEAN FLAKE AD"
54540,CPS0019,CONSUMO DE LAMINADO
54540,52689,LAMINADO 330MM TERMICO PROTEGIDO S2670 TC 75 GR-FR-GL 60
54543,CPS0019,CONSUMO DE LAMINADO
54543,53894,LAMINADO 300MM PP TRANSP. RP37 SY105C UPM RAFLATAC
54544,CPS0019,CONSUMO DE LAMINADO
54544,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54545,CPS0019,CONSUMO DE LAMINADO
54545,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
54546,CPS0019,CONSUMO DE LAMINADO
54546,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54547,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54547,CPS0019,CONSUMO DE LAMINADO
54549,CPS0019,CONSUMO DE LAMINADO
54549,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54550,CPS0019,CONSUMO DE LAMINADO
54550,51556,LAMINADO FILM PETG 300 MM 45 MIC
54551,CPS0019,CONSUMO DE LAMINADO
54551,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54552,CPS0019,CONSUMO DE LAMINADO
54552,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54553,CPS0019,CONSUMO DE LAMINADO
54553,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54555,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54555,CPS0019,CONSUMO DE LAMINADO
54555,50136,LAMINADO CINTA P/LAMINAR  PP TRANSP. 320MM OLPP24-MATE-º1500º
54556,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54556,CPS0019,CONSUMO DE LAMINADO
54556,50136,LAMINADO CINTA P/LAMINAR  PP TRANSP. 320MM OLPP24-MATE-º1500º
54557,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54557,CPS0019,CONSUMO DE LAMINADO
54557,50136,LAMINADO CINTA P/LAMINAR  PP TRANSP. 320MM OLPP24-MATE-º1500º
54558,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54558,CPS0019,CONSUMO DE LAMINADO
54558,50136,LAMINADO CINTA P/LAMINAR  PP TRANSP. 320MM OLPP24-MATE-º1500º
54559,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54559,CPS0019,CONSUMO DE LAMINADO
54559,50136,LAMINADO CINTA P/LAMINAR  PP TRANSP. 320MM OLPP24-MATE-º1500º
54560,43860,LAMINADO 330MM PP BCO BTE P4 38M G58 ARC
54560,CPS0019,CONSUMO DE LAMINADO
54560,50136,LAMINADO CINTA P/LAMINAR  PP TRANSP. 320MM OLPP24-MATE-º1500º
54561,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54561,CPS0019,CONSUMO DE LAMINADO
54562,CPS0019,CONSUMO DE LAMINADO
54562,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54563,CPS0019,CONSUMO DE LAMINADO
54563,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54564,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
54564,CPS0019,CONSUMO DE LAMINADO
54565,CPS0019,CONSUMO DE LAMINADO
54565,46148,LAMINADO 330MM PPBB60-P1-G62S
54566,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
54566,CPS0019,CONSUMO DE LAMINADO
54568,CPS0019,CONSUMO DE LAMINADO
54568,45206,LAMINADO 160MM PAPEL TERMICO T70/P ARC
54569,CPS0019,CONSUMO DE LAMINADO
54569,53511,LAMINADO 330 MM PPDL54P1 OPTIMA MATE G60 ARC
54569,46148,LAMINADO 330MM PPBB60-P1-G62S
54570,CPS0019,CONSUMO DE LAMINADO
54570,53511,LAMINADO 330 MM PPDL54P1 OPTIMA MATE G60 ARC
54570,46148,LAMINADO 330MM PPBB60-P1-G62S
54571,CPS0019,CONSUMO DE LAMINADO
54571,53511,LAMINADO 330 MM PPDL54P1 OPTIMA MATE G60 ARC
54571,46148,LAMINADO 330MM PPBB60-P1-G62S
54572,CPS0019,CONSUMO DE LAMINADO
54572,46192,LAMINADO 330MM PPBB60-P4-G62S
54572,46219,LAMINADO CINTA P/LAMINAR PP TRANSP. 320MM AA-LABR-LA-SL-BPT-QSW DIP
54575,CPS0019,CONSUMO DE LAMINADO
54575,52915,LAMINADO 333MM PP TRANSP. RP37 SY105C UPM RAFLATAC
54576,CPS0019,CONSUMO DE LAMINADO
54576,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
54577,CPS0019,CONSUMO DE LAMINADO
54577,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
54578,CPS0019,CONSUMO DE LAMINADO
54578,54081,LAMINADO 250MM BOPP  METALIZADO PLATA BRILLANTE RP37UPM
54579,CPS0019,CONSUMO DE LAMINADO
54579,50359,LAMINADO FILM PETG 240 MM 45 MIC
54580,CPS0019,CONSUMO DE LAMINADO
54580,50359,LAMINADO FILM PETG 240 MM 45 MIC
54581,CPS0019,CONSUMO DE LAMINADO
54581,50359,LAMINADO FILM PETG 240 MM 45 MIC
54582,CPS0019,CONSUMO DE LAMINADO
54582,50359,LAMINADO FILM PETG 240 MM 45 MIC
54583,CPS0019,CONSUMO DE LAMINADO
54583,50359,LAMINADO FILM PETG 240 MM 45 MIC
54584,CPS0019,CONSUMO DE LAMINADO
54584,50359,LAMINADO FILM PETG 240 MM 45 MIC
54585,50359,LAMINADO FILM PETG 240 MM 45 MIC
54585,CPS0019,CONSUMO DE LAMINADO
54586,CPS0019,CONSUMO DE LAMINADO
54586,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54587,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54587,CPS0019,CONSUMO DE LAMINADO
54588,CPS0019,CONSUMO DE LAMINADO
54588,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
54589,CPS0019,CONSUMO DE LAMINADO
54589,51557,LAMINADO FILM PETG 280 MM 45 MIC
54590,CPS0019,CONSUMO DE LAMINADO
54590,51557,LAMINADO FILM PETG 280 MM 45 MIC
54591,CPS0019,CONSUMO DE LAMINADO
54591,51557,LAMINADO FILM PETG 280 MM 45 MIC
54592,CPS0019,CONSUMO DE LAMINADO
54592,51557,LAMINADO FILM PETG 280 MM 45 MIC
54594,CPS0019,CONSUMO DE LAMINADO
54594,45997,LAMINADO 160MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
54595,CPS0019,CONSUMO DE LAMINADO
54595,44980,LAMINADO 160MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
54596,44980,LAMINADO 160MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
54596,CPS0019,CONSUMO DE LAMINADO
54597,CPS0019,CONSUMO DE LAMINADO
54597,50359,LAMINADO FILM PETG 240 MM 45 MIC
54598,46192,LAMINADO 330MM PPBB60-P4-G62S
54598,CPS0019,CONSUMO DE LAMINADO
54599,45206,LAMINADO 160MM PAPEL TERMICO T70/P ARC
54599,CPS0019,CONSUMO DE LAMINADO
54602,CPS0019,CONSUMO DE LAMINADO
54602,56304,LAMINADO 300MM PP  BCO. SY1071H RP37 EXACTO UPM
54603,45780,LAMINADO 300MM PPBB60-P4-G62S
54603,CPS0019,CONSUMO DE LAMINADO
54604,45780,LAMINADO 300MM PPBB60-P4-G62S
54604,CPS0019,CONSUMO DE LAMINADO
54605,CPS0019,CONSUMO DE LAMINADO
54605,45780,LAMINADO 300MM PPBB60-P4-G62S
54606,45780,LAMINADO 300MM PPBB60-P4-G62S
54606,CPS0019,CONSUMO DE LAMINADO
54607,CPS0019,CONSUMO DE LAMINADO
54607,45780,LAMINADO 300MM PPBB60-P4-G62S
54608,CPS0019,CONSUMO DE LAMINADO
54608,57602,LAMINADO 100MM BLACKCOVER 90 GR AE500 GL62 INNO
54609,CPS0019,CONSUMO DE LAMINADO
54609,57602,LAMINADO 100MM BLACKCOVER 90 GR AE500 GL62 INNO
54610,CPS0019,CONSUMO DE LAMINADO
54610,57602,LAMINADO 100MM BLACKCOVER 90 GR AE500 GL62 INNO
54612,CPS0019,CONSUMO DE LAMINADO
